Field of study,1970-71,1975-76,1980-81,1985-86,1990-91,1995-96,2000-01,2005-06,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
"Computer and information sciences and support services",2388,5652,15121,42337,25159,24506,44142,47702,50961,55271,59586,64402,71416,79597,88638,97054,104883,108503
